No,Sector_score,LOCATION_ID,PARA_A,SCORE_A,PARA_B,SCORE_B,TOTAL,numbers,Marks,Money_Value,MONEY_Marks,District,Loss,LOSS_SCORE,History,History_score,Score,Risk
577,55.57,8,0.33,2,0.0013,2,0.3313,5,2,0,2,2,0,2,0,2,2,0
578,55.57,29,0.32,2,0.0009,2,0.3209,5,2,0,2,2,0,2,0,2,2,0
579,55.57,13,0.31,2,0.0015,2,0.3115,5,2,0,2,2,0,2,0,2,2,0
580,55.57,32,0.3,2,0.0023,2,0.3023,5,2,0,2,2,0,2,0,2,2,0
581,55.57,14,0.24,2,0.04,2,0.28,5,2,0,2,2,0,2,0,2,2,0
582,55.57,11,0.27,2,0.0017,2,0.2717,5,2,0,2,2,0,2,0,2,2,0
583,55.57,9,0.26,2,0.0021,2,0.2621,5,2,0,2,2,0,2,0,2,2,0
584,55.57,13,0.25,2,0.0017,2,0.2517,5,2,0,2,2,0,2,0,2,2,0
585,55.57,19,0.24,2,0,2,0.24,5,2,0,2,2,0,2,0,2,2,0
586,55.57,4,0.23,2,0,2,0.23,5,2,,2,2,0,2,0,2,2,0
587,55.57,14,0.21,2,0,2,0.21,5,2,0,2,2,0,2,0,2,2,0
588,55.57,9,0.21,2,0,2,0.21,5,2,0,2,2,0,2,0,2,2,0
589,55.57,16,0.2,2,0,2,0.2,5,2,0,2,2,0,2,0,2,2,0
590,55.57,18,0.2,2,0,2,0.2,5,2,0,2,2,0,2,0,2,2,0
591,55.57,37,0.17,2,0,2,0.17,5,2,0,2,2,0,2,0,2,2,0
592,55.57,9,0.17,2,0,2,0.17,5,2,0,2,2,0,2,0,2,2,0
593,55.57,5,0.15,2,0,2,0.15,5,2,0,2,2,0,2,0,2,2,0
594,55.57,6,0.11,2,0,2,0.11,5,2,0,2,2,0,2,0,2,2,0
595,55.57,13,0.1,2,0,2,0.1,5,2,0,2,2,0,2,0,2,2,0
596,55.57,5,0.09,2,0,2,0.09,5,2,0,2,2,0,2,0,2,2,0
597,55.57,21,0.09,2,0,2,0.09,5,2,0,2,2,0,2,0,2,2,0
598,55.57,22,0.07,2,0,2,0.07,5,2,0,2,2,0,2,0,2,2,0
599,55.57,6,0,2,0.03,2,0.03,5,2,0,2,2,0,2,0,2,2,0
600,55.57,36,0.02,2,0,2,0.02,5,2,0,2,2,0,2,0,2,2,0
601,55.57,12,0,2,0,2,0,5,2,3.57,2,2,0,2,0,2,2,0
602,55.57,15,0,2,0,2,0,5,2,0.32,2,2,0,2,0,2,2,0
603,55.57,28,0,2,0,2,0,5,2,0.13,2,2,0,2,0,2,2,0
604,55.57,19,0,2,0,2,0,5,2,0.02,2,2,0,2,0,2,2,0
605,55.57,6,0,2,0,2,0,5,2,0.02,2,2,0,2,0,2,2,0
606,55.57,16,0,2,0,2,0,5,2,0.02,2,2,0,2,0,2,2,0
607,55.57,5,0,2,0,2,0,5,2,0.01,2,2,0,2,0,2,2,0
608,55.57,8,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
609,55.57,8,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
610,55.57,22,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
611,55.57,6,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
612,55.57,5,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
613,55.57,43,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
614,55.57,5,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
615,55.57,19,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
616,55.57,9,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
617,55.57,9,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
618,55.57,12,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
619,55.57,12,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
620,55.57,12,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
621,55.57,8,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
622,55.57,29,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
623,55.57,27,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
624,55.57,27,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
625,55.57,28,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
626,55.57,17,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
627,55.57,15,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
628,55.57,15,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
629,55.57,13,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
630,55.57,25,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
631,55.57,12,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
632,21.61,12,0.85,2,0.93,2,1.78,5,2,0,2,2,0,2,0,2,2,0
633,21.61,11,0.75,2,0.9,2,1.65,5,2,1.4,2,2,0,2,0,2,2,0
634,21.61,8,0.8,2,0.82,2,1.62,5,2,1.32,2,2,0,2,0,2,2,0
635,21.61,16,0.72,2,0.8,2,1.52,5,2,0.02,2,2,0,2,0,2,2,0
636,21.61,8,0.66,2,0.81,2,1.47,5,2,0.03,2,2,0,2,0,2,2,0
637,21.61,4,0.67,2,0.76,2,1.43,5,2,0,2,2,0,2,0,2,2,0
638,21.61,4,0.7,2,0.72,2,1.42,5,2,0,2,2,0,2,0,2,2,0
639,21.61,2,0.67,2,0.75,2,1.42,5,2,0.39,2,2,0,2,0,2,2,0
640,21.61,19,0.46,2,0.88,2,1.34,5,2,0.58,2,2,0,2,0,2,2,0
641,21.61,16,0.62,2,0.71,2,1.33,5,2,0.08,2,2,0,2,0,2,2,0
642,21.61,29,0.63,2,0.69,2,1.32,5,2,0.32,2,2,0,2,0,2,2,0
643,21.61,9,0.59,2,0.69,2,1.28,5,2,0,2,2,0,2,0,2,2,0
644,21.61,32,0.61,2,0.63,2,1.24,5,2,0,2,2,0,2,0,2,2,0
645,21.61,43,0.52,2,0.68,2,1.2,5,2,0,2,2,0,2,0,2,2,0
646,21.61,13,0.56,2,0.63,2,1.19,5,2,0.09,2,2,0,2,0,2,2,0
647,21.61,19,0.53,2,0.62,2,1.15,5,2,0.01,2,2,0,2,0,2,2,0
648,21.61,18,0.54,2,0.56,2,1.1,5,2,0.8,2,2,0,2,0,2,2,0
649,21.61,8,0.38,2,0.48,2,0.86,5,2,0.33,2,2,0,2,0,2,2,0
650,21.61,22,0.37,2,0.46,2,0.83,5,2,0,2,2,0,2,0,2,2,0
651,21.61,8,0.34,2,0.36,2,0.7,5,2,0.03,2,2,0,2,0,2,2,0
652,21.61,22,0.02,2,0.66,2,0.68,5,2,0,2,2,0,2,0,2,2,0
653,21.61,8,0.29,2,0.33,2,0.62,5,2,0,2,2,0,2,0,2,2,0
654,21.61,16,0.27,2,0.35,2,0.62,5,2,0,2,2,0,2,0,2,2,0
655,21.61,32,0.34,2,0.27,2,0.61,5,2,0,2,2,0,2,0,2,2,0
656,21.61,19,0.31,2,0.28,2,0.59,5,2,0,2,2,0,2,0,2,2,0
657,21.61,16,0.37,2,0.1,2,0.47,5,2,0,2,2,0,2,0,2,2,0
658,21.61,14,0.19,2,0.27,2,0.46,5,2,0.65,2,2,0,2,0,2,2,0
659,21.61,5,0.28,2,0.16,2,0.44,5,2,0,2,2,0,2,0,2,2,0
660,21.61,19,0.43,2,0,2,0.43,5,2,0,2,2,0,2,0,2,2,0
661,21.61,12,0.19,2,0.23,2,0.42,5,2,0,2,2,0,2,0,2,2,0
662,21.61,5,0,2,0.39,2,0.39,5,2,0.24,2,2,0,2,0,2,2,0
663,21.61,5,0.33,2,0,2,0.33,5,2,0,2,2,0,2,0,2,2,0
664,21.61,13,0.32,2,0,2,0.32,5,2,0,2,2,0,2,0,2,2,0
665,21.61,31,0,2,0,2,0,5,2,0.03,2,2,0,2,0,2,2,0
666,21.61,14,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
667,21.61,4,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
668,3.89,6,0,2,4.83,2,4.83,5,2,0.94,2,2,0,2,0,2,2,0
669,3.89,5,0,2,2.97,2,2.97,5,2,2.84,2,2,0,2,0,2,2,0
670,3.89,19,0.62,2,2.02,2,2.64,5,2,0.11,2,2,0,2,0,2,2,0
671,3.89,19,0,2,2.27,2,2.27,5,2,2.62,2,2,0,2,0,2,2,0
672,3.89,15,0,2,1.88,2,1.88,5,2,0,2,2,0,2,0,2,2,0
673,3.89,5,0,2,1.76,2,1.76,5,2,1.08,2,2,0,2,0,2,2,0
674,3.89,2,0.74,2,1,2,1.74,5,2,0,2,2,0,2,0,2,2,0
675,3.89,9,0,2,1.61,2,1.61,5,2,2.51,2,2,0,2,0,2,2,0
676,3.89,4,0,2,1.1,2,1.1,5,2,0.007,2,2,0,2,0,2,2,0
677,3.89,9,0,2,1.05,2,1.05,5,2,0.16,2,2,0,2,0,2,2,0
678,3.89,19,0,2,1.03,2,1.03,5,2,2.43,2,2,0,2,0,2,2,0
679,3.89,14,0,2,1.03,2,1.03,5,2,0,2,2,0,2,0,2,2,0
680,3.89,21,0,2,1.02,2,1.02,5,2,0,2,2,0,2,0,2,2,0
681,3.89,29,0,2,0.96,2,0.96,5,2,1.35,2,2,0,2,0,2,2,0
682,3.89,3,0.94,2,0.01,2,0.95,5,2,0.1,2,2,0,2,0,2,2,0
683,3.89,5,0,2,0.94,2,0.94,5,2,0.9,2,2,0,2,0,2,2,0
684,3.89,12,0,2,0.89,2,0.89,5,2,0,2,2,0,2,0,2,2,0
685,3.89,13,0,2,0.87,2,0.87,5,2,0,2,2,0,2,0,2,2,0
686,3.89,8,0,2,0.84,2,0.84,5,2,0.007,2,2,0,2,0,2,2,0
687,3.89,6,0,2,0.83,2,0.83,5,2,2.95,2,2,0,2,0,2,2,0
688,3.89,6,0.51,2,0.23,2,0.74,5,2,0,2,2,0,2,0,2,2,0
689,3.89,2,0,2,0.58,2,0.58,5,2,0,2,2,0,2,0,2,2,0
690,3.89,9,0.42,2,0.07,2,0.49,5,2,0.42,2,2,0,2,0,2,2,0
691,3.89,5,0,2,0.43,2,0.43,5,2,0,2,2,0,2,0,2,2,0
692,3.89,6,0,2,0.23,2,0.23,5,2,0,2,2,0,2,0,2,2,0
693,3.89,11,0,2,0.08,2,0.08,5,2,0.68,2,2,0,2,0,2,2,0
694,3.89,6,0,2,0.08,2,0.08,5,2,0,2,2,0,2,0,2,2,0
695,3.89,12,0,2,0.07,2,0.07,5,2,0,2,2,0,2,0,2,2,0
696,3.89,13,0,2,0.06,2,0.06,5,2,0,2,2,0,2,0,2,2,0
697,3.89,19,0,2,0.05,2,0.05,5,2,0,2,2,0,2,0,2,2,0
698,3.89,12,0,2,0.03,2,0.03,5,2,0.06,2,2,0,2,0,2,2,0
699,3.89,11,0,2,0,2,0,5,2,1.75,2,2,0,2,0,2,2,0
700,3.89,19,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
701,3.89,2,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
702,3.41,5,0.93,2,0,2,0.93,5,2,0,2,2,0,2,0,2,2,0
703,3.41,19,0.91,2,0,2,0.91,5,2,0,2,2,0,2,0,2,2,0
704,3.41,9,0.8,2,0,2,0.8,5,2,0.18,2,2,0,2,0,2,2,0
705,3.41,32,0.77,2,0,2,0.77,5,2,0.32,2,2,0,2,0,2,2,0
706,3.41,22,0.65,2,0,2,0.65,5,2,0,2,2,0,2,0,2,2,0
707,3.41,29,0.63,2,0,2,0.63,5,2,0,2,2,0,2,0,2,2,0
708,3.41,6,0.43,2,0,2,0.43,5,2,0,2,2,0,2,0,2,2,0
709,3.41,31,0.17,2,0,2,0.17,5,2,0,2,2,0,2,0,2,2,0
710,3.41,36,0.07,2,0,2,0.07,5,2,0,2,2,0,2,0,2,2,0
711,3.41,14,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
712,2.72,9,0.96,2,0,2,0.96,5,2,0,2,2,0,2,0,2,2,0
713,2.72,19,0.85,2,0,2,0.85,5,2,0,2,2,0,2,0,2,2,0
714,2.72,12,0.77,2,0,2,0.77,5,2,4.6,2,2,0,2,0,2,2,0
715,2.72,6,0.61,2,0.07,2,0.68,5,2,0,2,2,0,2,0,2,2,0
716,2.72,8,0,2,0.62,2,0.62,5,2,0,2,2,0,2,0,2,2,0
717,2.72,5,0,2,0.28,2,0.28,5,2,0,2,2,0,2,0,2,2,0
718,2.72,4,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
719,2.72,9,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
720,2.72,19,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
721,2.72,15,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
722,2.72,15,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
723,2.72,13,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
724,2.37,16,0.38,2,0.85,2,1.23,5,2,0.04,2,2,0,2,0,2,2,0
725,2.37,31,0.96,2,0.12,2,1.08,5,2,0.22,2,2,0,2,0,2,2,0
726,2.37,9,0.31,2,0.69,2,1,5,2,0,2,2,0,2,0,2,2,0
727,2.37,19,0.51,2,0.47,2,0.98,5,2,0,2,2,0,2,0,2,2,0
728,2.37,19,0.84,2,0.06,2,0.9,5,2,0.72,2,2,0,2,0,2,2,0
729,2.37,5,0.02,2,0.87,2,0.89,5,2,0.04,2,2,0,2,0,2,2,0
730,2.37,6,0.39,2,0.47,2,0.86,5,2,0,2,2,0,2,0,2,2,0
731,2.37,12,0.47,2,0.29,2,0.76,5,2,0.07,2,2,0,2,0,2,2,0
732,2.37,12,0.42,2,0.27,2,0.69,5,2,0,2,2,0,2,0,2,2,0
733,2.37,12,0.39,2,0.14,2,0.53,5,2,0.58,2,2,0,2,0,2,2,0
734,2.37,5,0.26,2,0.17,2,0.43,5,2,0,2,2,0,2,0,2,2,0
735,2.37,5,0.14,2,0.08,2,0.22,5,2,0,2,2,0,2,0,2,2,0
736,2.37,16,0.17,2,0.04,2,0.21,5,2,0,2,2,0,2,0,2,2,0
737,2.37,18,0.09,2,0,2,0.09,5,2,0,2,2,0,2,0,2,2,0
738,2.37,4,0.02,2,0.05,2,0.07,5,2,0,2,2,0,2,0,2,2,0
739,2.37,16,0.01,2,0.007,2,0.017,5,2,0,2,2,0,2,0,2,2,0
740,2.37,4,0,2,0,2,0,5,2,0.05,2,2,0,2,0,2,2,0
741,2.37,31,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
742,2.37,9,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
743,2.37,32,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
744,2.34,4,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
745,2.34,5,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
746,2.34,2,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
747,2.34,19,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
748,1.99,40,0.93,2,0,2,0.93,5,2,0.11,2,2,0,2,0,2,2,0
749,1.99,6,0.9,2,0,2,0.9,5,2,1.95,2,2,0,2,0,2,2,0
750,1.99,29,0.85,2,0,2,0.85,5,2,0,2,2,0,2,0,2,2,0
751,1.99,30,0.66,2,0,2,0.66,5,2,0.73,2,2,0,2,0,2,2,0
752,1.99,27,0.6,2,0,2,0.6,5,2,0,2,2,0,2,0,2,2,0
753,1.99,8,0.58,2,0,2,0.58,5,2,0,2,2,0,2,0,2,2,0
754,1.99,5,0.56,2,0,2,0.56,5,2,1.75,2,2,0,2,0,2,2,0
755,1.99,NUH,0.55,2,0,2,0.55,5,2,0.67,2,2,0,2,0,2,2,0
756,1.99,25,0.53,2,0,2,0.53,5,2,2.33,2,2,0,2,0,2,2,0
757,1.99,SAFIDON,0.48,2,0,2,0.48,5,2,0.47,2,2,0,2,0,2,2,0
758,1.99,8,0.45,2,0,2,0.45,5,2,0,2,2,0,2,0,2,2,0
759,1.99,LOHARU,0.3,2,0,2,0.3,5,2,0,2,2,0,2,0,2,2,0
760,1.99,5,0.29,2,0,2,0.29,5,2,0.06,2,2,0,2,0,2,2,0
761,1.99,13,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
762,1.99,18,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
763,1.85,32,0.78,2,0.97,2,1.75,5,2,0.97,2,2,0,2,0,2,2,0
764,1.85,5,0.71,2,0.66,2,1.37,5,2,0,2,2,0,2,0,2,2,0
765,1.85,9,0.7,2,0.6,2,1.3,5,2,0.51,2,2,0,2,0,2,2,0
766,1.85,11,0.44,2,0.62,2,1.06,5,2,0.64,2,2,0,2,0,2,2,0
767,1.85,31,0.01,2,0.91,2,0.92,5,2,0,2,2,0,2,0,2,2,0
768,1.85,43,0.18,2,0.63,2,0.81,5,2,0,2,2,0,2,0,2,2,0
769,1.85,6,0.79,2,0,2,0.79,5,2,3.54,2,2,0,2,0,2,2,0
770,1.85,6,0.65,2,0.03,2,0.68,5,2,0.14,2,2,0,2,0,2,2,0
771,1.85,2,0.17,2,0.11,2,0.28,5,2,0,2,2,0,2,0,2,2,0
772,1.85,6,0.26,2,0,2,0.26,5,2,0,2,2,0,2,0,2,2,0
773,1.85,8,0.21,2,0,2,0.21,5,2,0,2,2,0,2,0,2,2,0
774,1.85,16,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
775,1.85,16,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
776,1.85,6,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
